ID,C1,C2,C3
1,0.6463573257232715,0.00046769549473034503,0.35317497878199805
2,0.03549142847348347,0.9320902658060207,0.032418305720496005
3,0.6462932245509261,0.0004984413135520922,0.35320833413552194
4,0.6463715119465272,0.0004686114805830862,0.3531598765728897
5,0.035490419838807526,0.9321274854579343,0.032382094703258216
6,0.6462446069419286,0.0005701257752337045,0.3531852672828376
7,0.03548285888066132,0.9320761680976032,0.03244097302173549
8,0.03549142847348347,0.9320902658060207,0.032418305720496005
9,0.646273039360719,0.0005843715318156684,0.3531425891074656
10,0.6369080907258704,0.018771233599109375,0.3443206756750201
11,0.6463147945127083,0.0004947174613560942,0.35319048802593556
12,0.6462698994796872,0.0004985429322252123,0.3532315575880877
13,8.469845750928183e-08,0.9998554692497781,0.00014444605176449076
14,0.6463137380993811,0.0004939943420014364,0.35319226755861766
15,0.0355013676763914,0.9321033788955032,0.03239525342810541
16,0.6463226034966537,0.0004938792588381716,0.35318351724450814
17,0.6363803667951539,0.01952019204810884,0.3440994411567373
18,0.0355013676763914,0.9321033788955032,0.03239525342810541
19,0.6049513470931358,0.059281801891504865,0.33576685101535964
20,0.6462933848027799,0.0004947682176866726,0.35321184697953345
21,0.03548523301472343,0.9321314062644946,0.03238336072078182
22,0.6463403712812692,0.0005697786482109793,0.3530898500705198
23,0.6049709156253708,0.059308765783035004,0.3357203185915944
24,0.035496406835677945,0.9321079462528773,0.03239564691144465
25,0.6462777435919096,0.0004948217734289341,0.3532274346346618
26,0.03548285888066132,0.9320761680976032,0.03244097302173549
27,0.03549518056739546,0.9321444802077578,0.032360339224846955
28,0.03548285888066132,0.9320761680976032,0.03244097302173549
29,0.024732687205932385,0.9343258083846327,0.040941504409434754
30,0.035487827371947396,0.9320938795203675,0.03241829310768544
31,0.6464105430402084,0.0004936628228216967,0.35309579413696957
32,0.035496406835677945,0.9321079462528773,0.03239564691144465
33,0.6462698994796872,0.0004985429322252123,0.3532315575880877
34,0.6462636489097527,0.0004948470006761526,0.35324150408957117
35,0.6462675652125877,0.0005700410893642763,0.3531623936980481
36,0.03552569619547405,0.9320232781897502,0.03245102561477542
37,0.6462675652125877,0.0005700410893642763,0.3531623936980481
38,0.6462816186684516,0.0005700770479170645,0.3531483042836312
39,0.035493012568085895,0.9320899628963073,0.032417024535606805
40,0.03548285888066132,0.9320761680976032,0.03244097302173549
41,0.6462675652125877,0.0005700410893642763,0.3531623936980481
42,0.20886718759467449,0.0005121341001839908,0.7906206783051415
43,0.035487827371947396,0.9320938795203675,0.03241829310768544
44,0.024732687205932385,0.9343258083846327,0.040941504409434754
45,0.6462675652125877,0.0005700410893642763,0.3531623936980481
46,0.6462780378347631,0.0005701175596725778,0.3531518446055644
47,0.6463229597414982,0.0004983615659629416,0.35317867869253905
48,0.6462816186684516,0.0005700770479170645,0.3531483042836312
49,0.035496406835677945,0.9321079462528773,0.03239564691144465
50,0.6462892419155126,0.0005672303542079217,0.35314352773027957
51,0.6462675652125877,0.0005700410893642763,0.3531623936980481
52,0.03549019254230769,0.9321268399927203,0.03238296746497204
53,0.6364768370627286,0.01948402906375426,0.344039133873517
54,0.8275550765811851,0.00012021058298842769,0.17232471283582645
55,0.03548523301472343,0.9321314062644946,0.03238336072078182
56,0.6462816186684516,0.0005700770479170645,0.3531483042836312
57,0.646335493537673,0.0004677691368905086,0.35319673732543644
58,0.03549019254230769,0.9321268399927203,0.03238296746497204
59,0.6463715119465272,0.0004686114805830862,0.3531598765728897
60,0.6462996442481821,0.0004940192656055193,0.35320633648621225
61,0.03548523301472343,0.9321314062644946,0.03238336072078182
62,0.6369080907258704,0.018771233599109375,0.3443206756750201
63,0.6462768883416175,0.0005668705867675164,0.3531562410716152
64,0.6462532254905384,0.0005843026230537464,0.3531624718864079
65,0.6462104839764417,0.0007482267811998635,0.35304128924235845
66,0.03549021886547384,0.9321490501156479,0.03236073101887845
67,0.035487827371947396,0.9320938795203675,0.03241829310768544
68,0.6462335921176934,0.000570357927574767,0.35319604995473186
69,0.6462837644493109,0.0004984736495385234,0.3532177619011506
70,0.6463403712812692,0.0005697786482109793,0.3530898500705198
71,0.6462678726915921,0.0005672213094024182,0.3531649059990056
72,0.03548285888066132,0.9320761680976032,0.03244097302173549
73,0.035487814688486385,0.9320716087841638,0.03244057652734934
74,0.03548285888066132,0.9320761680976032,0.03244097302173549
75,0.6462636489097527,0.0004948470006761526,0.35324150408957117
76,0.6462933848027799,0.0004947682176866726,0.35321184697953345
77,0.03549142847348347,0.9320902658060207,0.032418305720496005
78,0.03549142847348347,0.9320902658060207,0.032418305720496005
79,0.6462698994796872,0.0004985429322252123,0.3532315575880877
80,0.6369132122578437,0.018767430518247783,0.3443193572239084
81,0.03548285888066132,0.9320761680976032,0.03244097302173549
82,0.6462305527639368,0.0005700898909084579,0.3531993573451548
83,0.6462675652125877,0.0005700410893642763,0.3531623936980481
84,0.2089271842519386,0.0005127247527736691,0.7905600909952878
85,0.03549278535381456,0.9320893165692631,0.03241789807692213
86,0.6463060678456419,0.0005699889086668928,0.35312394324569124
87,0.6462675652125877,0.0005700410893642763,0.3531623936980481
88,0.646557154300822,0.0005663512621989071,0.35287649443697905
89,0.6462240572452228,0.0007482104481990519,0.3530277323065785
90,0.6462675652125877,0.0005700410893642763,0.3531623936980481
91,0.03549142847348347,0.9320902658060207,0.032418305720496005
92,0.6463684589997762,0.00046862366760452043,0.3531629173326192
93,0.6462698994796872,0.0004985429322252123,0.3532315575880877
94,0.03548285888066132,0.9320761680976032,0.03244097302173549
95,0.6462565507159966,0.0005702732235284411,0.35317317606047505
96,0.03549142847348347,0.9320902658060207,0.032418305720496005
97,0.035514513421385965,0.9320467670929813,0.03243871948563318
98,0.6462698994796872,0.0004985429322252123,0.3532315575880877
99,0.6364037874214806,0.01948768740949708,0.34410852516902213
100,0.6462675652125877,0.0005700410893642763,0.3531623936980481
101,0.03548285888066132,0.9320761680976032,0.03244097302173549
102,0.035481612336199224,0.9321127839889908,0.03240560367480978
103,0.035496406835677945,0.9321079462528773,0.03239564691144465
104,8.469845750928183e-08,0.9998554692497781,0.00014444605176449076
105,0.6369449144446476,0.018784479983911386,0.34427060557144085
106,0.6463665714316438,0.0005658625823273329,0.3530675659860289
107,0.6371037235777686,0.018577789437092353,0.3443184869851389
108,0.6462675652125877,0.0005700410893642763,0.3531623936980481
109,0.6463138980547444,0.0005668229175612554,0.35311927902769463
110,0.03549638713955617,0.9320857020862504,0.03241791077419312
111,0.6369707927599932,0.018731320615533124,0.3442978866244733
112,0.6462777435919096,0.0004948217734289341,0.3532274346346618
113,0.6462816186684516,0.0005700770479170645,0.3531483042836312
114,0.035496406835677945,0.9321079462528773,0.03239564691144465
115,0.2088584113841536,0.0007244746283351404,0.7904171139875112
116,0.6462706042611835,0.0005703093470705072,0.3531590863917461
117,0.6462636489097527,0.0004948470006761526,0.35324150408957117
118,0.646282461086128,0.0004948568121417289,0.35322268210173074
119,0.6049305609718072,0.059269418845936415,0.33580002018225635
120,0.035496406835677945,0.9321079462528773,0.03239564691144465
121,0.6463032943056343,0.0005672674583636063,0.3531294382360022
122,0.6049305609718072,0.059269418845936415,0.33580002018225635
123,0.6463085097581314,0.0004939042537290218,0.35319758598813944
124,0.646219537849738,0.0005703218783922083,0.35321014027186987
125,0.6463279501796166,0.000566859748275755,0.3531051900721078
126,0.20883650149222777,0.0007193000433198019,0.7904441984644522
127,0.6462816186684516,0.0005700770479170645,0.3531483042836312
128,0.6049513470931358,0.059281801891504865,0.33576685101535964
129,0.6462816186684516,0.0005700770479170645,0.3531483042836312
130,0.03549165555121809,0.9320909123024165,0.03241743214636539
131,0.6425230235657913,0.006674245959263822,0.35080273047494503
132,0.03549021886547384,0.9321490501156479,0.03236073101887845
133,0.03549518056739546,0.9321444802077578,0.032360339224846955
134,0.03549021886547384,0.9321490501156479,0.03236073101887845
135,0.035496406835677945,0.9321079462528773,0.03239564691144465
136,0.6462668767377316,0.000584414441266308,0.35314870882100186
137,0.20416037757729832,0.0592763162390857,0.7365633061836159
138,0.6462314762175582,0.0007487873732117737,0.35301973640922996
139,0.6462778717616884,0.0005703160717127197,0.35315181216659886
140,0.03549638713955617,0.9320857020862504,0.03241791077419312
141,0.6463553047753631,0.0004938519796505349,0.3531508432449864
142,0.6462675652125877,0.0005700410893642763,0.3531623936980481
143,0.6463828995145645,0.0004937341345764326,0.3531233663508589
144,0.6462675652125877,0.0005700410893642763,0.3531623936980481
145,0.6462675652125877,0.0005700410893642763,0.3531623936980481
146,0.6462675652125877,0.0005700410893642763,0.3531623936980481
147,0.03549142847348347,0.9320902658060207,0.032418305720496005
148,0.6462698994796872,0.0004985429322252123,0.3532315575880877
149,0.03549638713955617,0.9320857020862504,0.03241791077419312
150,0.6459640154916831,0.0009090859068743881,0.3531268986014424
151,0.03549142847348347,0.9320902658060207,0.032418305720496005
152,0.6462636489097527,0.0004948470006761526,0.35324150408957117
153,0.6462980972653609,0.0004940479154803497,0.3532078548191588
154,0.6462636489097527,0.0004948470006761526,0.35324150408957117
155,0.6462932245509261,0.0004984413135520922,0.35320833413552194
156,0.4111932521638585,0.00029844355212769037,0.5885083042840137
157,0.6463883162776465,0.0004744853262062976,0.3531371983961473
158,0.6463364570863512,0.0004945977204352448,0.35316894519321357
159,0.03549165555121809,0.9320909123024165,0.03241743214636539
160,0.03549142847348347,0.9320902658060207,0.032418305720496005
161,0.03548285888066132,0.9320761680976032,0.03244097302173549
162,0.03549165555121809,0.9320909123024165,0.03241743214636539
163,0.6463207079427715,0.0004939807861655368,0.353185311271063
164,0.4112549125756763,2.850346952112243e-06,0.5887422370773714
165,0.6369080907258704,0.018771233599109375,0.3443206756750201
166,0.6463003249009261,0.0005699229946318712,0.35312975210444186
167,0.035487827371947396,0.9320938795203675,0.03241829310768544
168,0.0354966341480226,0.9321085920127256,0.03239477383925204
169,0.6462816186684516,0.0005700770479170645,0.3531483042836312
170,0.03549142847348347,0.9320902658060207,0.032418305720496005
171,0.6463526115694607,0.00046771165792773524,0.3531796767726116
172,0.6462636489097527,0.0004948470006761526,0.35324150408957117
173,0.03550159511278859,0.9321040245285206,0.03239438035869086
174,0.03549638713955617,0.9320857020862504,0.03241791077419312
175,0.6369476102680227,0.018732766776099922,0.3443196229558775
176,0.646194429356869,0.0007489049978923262,0.3530566656452386
177,0.6049305609718072,0.059269418845936415,0.33580002018225635
178,0.6462980972653609,0.0004940479154803497,0.3532078548191588
179,0.03548523301472343,0.9321314062644946,0.03238336072078182
180,0.6463085097581314,0.0004939042537290218,0.35319758598813944
181,0.03548285888066132,0.9320761680976032,0.03244097302173549
182,0.6462532254905384,0.0005843026230537464,0.3531624718864079
183,0.6462675652125877,0.0005700410893642763,0.3531623936980481
184,0.6463021934759403,0.0004947380578467111,0.35320306846621297
185,0.6462636489097527,0.0004948470006761526,0.35324150408957117
186,0.035487827371947396,0.9320938795203675,0.03241829310768544
187,0.6462305527639368,0.0005700898909084579,0.3531993573451548
188,0.6462503826224091,0.0005701358967605517,0.3531794814808302
189,0.646180343317182,0.0007489237810999535,0.35307073290171825
190,0.03548523301472343,0.9321314062644946,0.03238336072078182
