ID,C1,C2,C3
1,0.49547655994909834,5.6128527880400906e-05,0.5044673115230214
2,0.00027784145163518517,0.9990806513876892,0.0006415071606756195
3,0.5799760068902697,6.228302099472696e-06,0.42001776480763076
4,0.7537829314765169,7.30730090064165e-06,0.24620976122258237
5,0.0005365051480089229,0.9985953026906924,0.0008681921612984959
6,0.558210916501803,6.946693027172602e-06,0.44178213680516976
7,0.00022506885806110826,0.9997098761088344,6.505503310442897e-05
8,0.00027784145163518517,0.9990806513876892,0.0006415071606756195
9,0.6822540115388499,1.726514288982812e-05,0.31772872331826013
10,0.7146101608463251,4.528986142339266e-05,0.28534454929225145
11,0.45851672203424704,6.83678051140308e-06,0.5414764411852415
12,0.6399560100232242,6.706264427959184e-06,0.36003728371234783
13,3.8565149642723364e-05,0.9998861033014029,7.533154895449178e-05
14,0.5649812384448787,6.957988235420092e-06,0.43501180356688596
15,0.06795010162168594,0.8840531385434036,0.04799675983491047
16,0.6593549035497576,6.499147757335069e-06,0.34063859730248514
17,0.823569324616257,2.201115071957052e-05,0.1764086642330234
18,0.06795010162168594,0.8840531385434036,0.04799675983491047
19,0.5614892415913199,0.03940177574535354,0.3991089826633267
20,0.5086073736667552,6.8628859494114265e-06,0.4913857634472954
21,0.0005727637451724657,0.998968377798158,0.00045885845666973466
22,0.9576988848234477,2.8820356521690862e-06,0.04229823314090028
23,0.20137531356248004,0.6036939038184049,0.1949307826191149
24,0.001963494337954734,0.9967843770182714,0.0012521286437737898
25,0.6386681598389559,6.7541842220213454e-06,0.3613250859768221
26,0.00022506885806110826,0.9997098761088344,6.505503310442897e-05
27,0.0005430780339285007,0.9990082647640403,0.00044865720203137035
28,0.00022506885806110826,0.9997098761088344,6.505503310442897e-05
29,1.618773790841834e-05,0.9995493870681879,0.0004344251939038045
30,0.00023028849609626364,0.9997180102433811,5.170126052262476e-05
31,0.5169197130158142,6.4861315580304804e-06,0.48307380085262785
32,0.001963494337954734,0.9967843770182714,0.0012521286437737898
33,0.6399560100232242,6.706264427959184e-06,0.36003728371234783
34,0.6226145306117183,6.596121107471889e-06,0.37737887326717423
35,0.5736307229306093,7.967898696311215e-06,0.4263613091706942
36,0.03899450404316754,0.9172434109418393,0.04376208501499334
37,0.5736307229306093,7.967898696311215e-06,0.4263613091706942
38,0.5777080048945981,8.070742408236115e-06,0.42228392436299367
39,0.0002619347780081394,0.9996909176215053,4.7147600486613e-05
40,0.00022506885806110826,0.9997098761088344,6.505503310442897e-05
41,0.5736307229306093,7.967898696311215e-06,0.4263613091706942
42,0.12563958990156035,0.00014910999128404546,0.8742113001071556
43,0.00023028849609626364,0.9997180102433811,5.170126052262476e-05
44,1.618773790841834e-05,0.9995493870681879,0.0004344251939038045
45,0.5736307229306093,7.967898696311215e-06,0.4263613091706942
46,0.5323575254834014,1.8680574143864878e-05,0.46762379394245457
47,0.4965208143765687,6.425560582719924e-06,0.5034727600628485
48,0.5777080048945981,8.070742408236115e-06,0.42228392436299367
49,0.001963494337954734,0.9967843770182714,0.0012521286437737898
50,0.5934965389723639,7.749955803695281e-06,0.40649571107183236
51,0.5736307229306093,7.967898696311215e-06,0.4263613091706942
52,0.0025167595774003657,0.9950370402591601,0.002446200163439583
53,0.99036976325538,3.3647193754246704e-06,0.009626872025244705
54,0.9999118097493094,8.382754839484819e-07,8.735197520682977e-05
55,0.0005727637451724657,0.998968377798158,0.00045885845666973466
56,0.5777080048945981,8.070742408236115e-06,0.42228392436299367
57,0.5886309457271437,6.607776843642028e-06,0.41136244649601256
58,0.0025167595774003657,0.9950370402591601,0.002446200163439583
59,0.7537829314765169,7.30730090064165e-06,0.24620976122258237
60,0.5611349589290858,6.710748416798834e-06,0.4388583303224974
61,0.0005727637451724657,0.998968377798158,0.00045885845666973466
62,0.7146101608463251,4.528986142339266e-05,0.28534454929225145
63,0.5383510089463543,6.367881757772938e-06,0.46164262317188787
64,0.5264670848867642,6.247744713275061e-06,0.4735266673685225
65,0.5826693177976788,3.923554458673261e-05,0.41729144665773443
66,0.00010406309399286537,0.9998244274868721,7.150941913511362e-05
67,0.00023028849609626364,0.9997180102433811,5.170126052262476e-05
68,0.5658061820825998,6.984994807713175e-06,0.4341868329225925
69,0.6214706984189216,6.583046313898672e-06,0.37852271853476444
70,0.9576988848234477,2.8820356521690862e-06,0.04229823314090028
71,0.5272647359527947,6.595765190648114e-06,0.47272866828201476
72,0.00022506885806110826,0.9997098761088344,6.505503310442897e-05
73,0.0005238209453853696,0.9993948848662686,8.129418834600185e-05
74,0.00022506885806110826,0.9997098761088344,6.505503310442897e-05
75,0.6226145306117183,6.596121107471889e-06,0.37737887326717423
76,0.5086073736667552,6.8628859494114265e-06,0.4913857634472954
77,0.00027784145163518517,0.9990806513876892,0.0006415071606756195
